Time[s], SI, SO, SCLK, CSn, GDO2
-0.003994000000000, 1, 1, 0, 1, 1
-0.002041625000000, 1, 1, 0, 1, 0
-0.000000625000000, 1, 0, 0, 0, 0
-0.000000125000000, 0, 0, 0, 0, 0
0.000000000000000, 0, 0, 1, 0, 0
0.000000375000000, 0, 0, 0, 0, 0
0.000000625000000, 0, 0, 1, 0, 0
0.000001000000000, 0, 0, 0, 0, 0
0.000001125000000, 1, 0, 0, 0, 0
0.000001250000000, 1, 0, 1, 0, 0
0.000001625000000, 1, 0, 0, 0, 0
0.000001875000000, 1, 0, 1, 0, 0
0.000002250000000, 1, 1, 0, 0, 0
0.000002375000000, 0, 1, 0, 0, 0
0.000002500000000, 0, 1, 1, 0, 0
0.000002875000000, 0, 1, 0, 0, 0
0.000003000000000, 1, 1, 0, 0, 0
0.000003125000000, 1, 1, 1, 0, 0
0.000003625000000, 1, 1, 0, 0, 0
0.000003875000000, 1, 1, 1, 0, 0
0.000004250000000, 1, 1, 0, 0, 0
0.000004375000000, 0, 1, 0, 0, 0
0.000004500000000, 0, 1, 1, 0, 0
0.000004875000000, 0, 0, 0, 0, 0
0.000005500000000, 0, 0, 1, 0, 0
0.000005875000000, 0, 0, 0, 0, 0
0.000006125000000, 0, 0, 1, 0, 0
0.000006375000000, 0, 0, 0, 0, 0
0.000006500000000, 1, 0, 0, 0, 0
0.000006625000000, 1, 0, 1, 0, 0
0.000007125000000, 1, 0, 0, 0, 0
0.000007375000000, 1, 0, 1, 0, 0
0.000007750000000, 1, 1, 0, 0, 0
0.000008000000000, 1, 1, 1, 0, 0
0.000008375000000, 1, 1, 0, 0, 0
0.000008625000000, 1, 1, 1, 0, 0
0.000009000000000, 1, 1, 0, 0, 0
0.000009125000000, 0, 1, 0, 0, 0
0.000009250000000, 0, 1, 1, 0, 0
0.000009750000000, 0, 1, 0, 0, 0
0.000009875000000, 1, 1, 0, 0, 0
0.000010000000000, 1, 1, 1, 0, 0
0.000010375000000, 1, 0, 0, 0, 0
0.000010750000000, 1, 0, 0, 1, 0
0.000011250000000, 1, 1, 0, 1, 0
0.000012125000000, 1, 0, 0, 0, 0
0.000012875000000, 0, 0, 0, 0, 0
0.000013000000000, 0, 0, 1, 0, 0
0.000013375000000, 0, 0, 0, 0, 0
0.000013875000000, 0, 0, 1, 0, 0
0.000014125000000, 0, 0, 0, 0, 0
